PlayerID,PlayerName,CurrentTeam,HeadshotURL
1629234,Drew Eubanks,Kings,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629234.png
1641787,Tosan Evbuomwan,Hornets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641787.png
1642847,Jeremiah Fears,Pelicans,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642847.png
1642271,Kyle Filipowski,Jazz,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642271.png
1627827,Dorian Finney-Smith,Rockets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627827.png
1642843,Cooper Flagg,Mavericks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642843.png
1642853,Rasheer Fleming,Suns,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642853.png
1642280,Trentyn Flowers,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642280.png
1631323,Simone Fontecchio,Heat,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631323.png
1628368,De'Aaron Fox,Spurs,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628368.png
1642402,Enrique Freeman,Timberwolves,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642402.png
1628365,Markelle Fultz,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628365.png
1642277,Johnny Furphy,Pacers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642277.png
1629655,Daniel Gafford,Mavericks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629655.png
1643158,Andersson Garcia,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1643158.png
1642066,Myron Gardner,Heat,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642066.png
1629636,Darius Garland,Clippers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629636.png
1630568,Luka Garza,Celtics,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630568.png
1641718,Keyonte George,Jazz,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641718.png
1642273,Kyshawn George,Wizards,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642273.png
202331,Paul George,76ers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202331.png
201959,Taj Gibson,Grizzlies,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201959.png
1630581,Josh Giddey,Bulls,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630581.png
1642933,Keshon Gilbert,Hawks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642933.png
1628983,Shai Gilgeous-Alexander,Thunder,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628983.png
1630264,Anthony Gill,Wizards,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630264.png
1631221,Collin Gillespie,Suns,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631221.png
203497,Rudy Gobert,Timberwolves,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203497.png
1642884,Vladislav Goldin,Heat,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642884.png
1642864,Hugo González,Celtics,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642864.png
1630692,Jordan Goodwin,Suns,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630692.png
203932,Aaron Gordon,Nuggets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203932.png
201569,Eric Gordon,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201569.png
203924,Jerami Grant,Trail Blazers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203924.png
1643060,Hayden Gray,Jazz,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1643060.png
1631260,AJ Green,Bucks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631260.png
203110,Draymond Green,Warriors,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203110.png
1630224,Jalen Green,Suns,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630224.png
1629750,Javonte Green,Pistons,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629750.png
201145,Jeff Green,Rockets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201145.png
1630182,Josh Green,Hornets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630182.png
1629656,Quentin Grimes,76ers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629656.png
1631338,Mouhamadou Gueye,Bulls,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631338.png
1631243,Mouhamed Gueye,Hawks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631243.png
1629060,Rui Hachimura,Lakers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629060.png
1630169,Tyrese Haliburton,Pacers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630169.png
1641790,PJ Hall,Hornets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641790.png
203501,Tim Hardaway Jr.,Nuggets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203501.png
201935,James Harden,Cavaliers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201935.png
1630702,Jaden Hardy,Wizards,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630702.png
1641989,Elijah Harkless,Jazz,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641989.png
1642844,Dylan Harper,Spurs,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642844.png
1631199,Ron Harper Jr.,Celtics,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631199.png
203914,Gary Harris,Bucks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/203914.png
202699,Tobias Harris,Pistons,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/202699.png
1628404,Josh Hart,Knicks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628404.png
1628392,Isaiah Hartenstein,Thunder,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628392.png
1630573,Sam Hauser,Celtics,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630573.png
1641722,Jordan Hawkins,Pelicans,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641722.png
1629637,Jaxson Hayes,Lakers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629637.png
1630165,Killian Hayes,Kings,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630165.png
1628502,Nigel Hayes-Davis,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628502.png
1630703,Scoot Henderson,Trail Blazers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630703.png
1641707,Taylor Hendricks,Grizzlies,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641707.png
1642935,Chucky Hepburn,Raptors,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642935.png
1629639,Tyler Herro,Heat,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629639.png
1627741,Buddy Hield,Hawks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1627741.png
1629312,Haywood Highsmith,Suns,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1629312.png
1642396,Blake Hinson,Jazz,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1642396.png
1628988,Aaron Holiday,Rockets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628988.png
201950,Jrue Holiday,Trail Blazers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201950.png
1641842,Ronald Holland II,Pistons,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641842.png
1641747,DaRon Holmes II,Nuggets,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641747.png
1631096,Chet Holmgren,Thunder,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631096.png
201143,Al Horford,Warriors,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/201143.png
1631216,Caleb Houstan,,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1631216.png
1641724,Jett Howard,Magic,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1641724.png
1628989,Kevin Huerter,Pistons,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1628989.png
1630643,Jay Huff,Pacers,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630643.png
1630574,Ariel Hukporti,Knicks,https://ak-static.cms.nba.com/wp-content/uploads/headshots/nba/latest/260x190/1630574.png
